sample_id,family_id,hard_constraints,style_freedom,composition_hints,medium_options,aspect_hints,candidate_strategies,caption
track1_0661,naval_aviation_vehicle,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,uniformed sailor or pilot | ship or vehicle silhouette | transport machinery,propaganda_poster_print,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""portrait_poster"", ""prompt_directive"": ""Use a portrait poster canvas; keep the full printed poster front-facing and avoid left/right overflow."", ""reason"": """", ""source"": ""rule"", ""width"": 768}]",aas_safe | reference_style | fid_diverse,"A Socialist Realism wartime poster composition with Soviet naval officers and sailors beside a cannon in a smoky harbor battle, dominated by a large heroic medal emblem and dramatic muted colors."
track1_0891,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,propaganda_poster_print,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""portrait_poster"", ""prompt_directive"": ""Use a portrait poster canvas; keep the full printed poster front-facing and avoid left/right overflow."", ""reason"": """", ""source"": ""rule"", ""width"": 768}]",aas_safe | reference_style | fid_diverse,"A Socialist Realism propaganda poster with bold Russian victory text, a statue-like figure in a horse-drawn chariot raising Soviet and Allied flags, and a defeated Nazi beast against a warm orange background."
track1_0108,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,propaganda_poster_print,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""portrait_poster"", ""prompt_directive"": ""Use a portrait poster canvas; keep the full printed poster front-facing and avoid left/right overflow."", ""reason"": """", ""source"": ""rule"", ""width"": 768}]",aas_safe | reference_style | fid_diverse,"A Socialist Realism propaganda poster with Soviet, American, and British flags planted triumphantly over a defeated black eagle, using bold red and blue colors, stark composition, and solemn wartime symbolism."
track1_0818,naval_aviation_vehicle,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,uniformed sailor or pilot | ship or vehicle silhouette | transport machinery,propaganda_poster_print,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""portrait_poster"", ""prompt_directive"": ""Use a portrait poster canvas; keep the full printed poster front-facing and avoid left/right overflow."", ""reason"": """", ""source"": ""rule"", ""width"": 768}]",aas_safe | reference_style | fid_diverse,"A Socialist Realism wartime propaganda poster of Allied cargo ships, sailors, naval flags, and sea convoy scenes, rendered with bold graphic composition, flat colors, and a solemn patriotic atmosphere."
track1_0187,generic_artwork,caption_content | requested_text_policy | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e style coastal scene with travelers, a horse, and porters carrying a palanquin along a shoreline road, boats on calm water, distant hills, calligraphy above, and a red sun casting bold radiating beams across a muted pink sky."
track1_0583,generic_artwork,caption_content | requested_text_policy | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e portrait of an elegant woman in a red patterned kimono holding a small tray, set in an interior with calligraphy, a potted plant, delicate linework, muted colors, and a calm atmosphere."
track1_0585,generic_artwork,caption_content | requested_text_policy | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a quiet riverside scene with a leaning willow tree, sparse branches, a small seated figure near the water, flying birds, calligraphy, and red seals in a muted monochrome palette."
track1_0636,generic_artwork,caption_content | requested_text_policy | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of a kneeling woman in a patterned kimono holding a child on a wooden veranda, with a seated figure behind a screen, a flowering garden beyond, delicate linework, muted colors, and calligraphy above."
track1_0166,battle_tank_cavalry,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,battlefield depth | armored vehicle | mounted movement | infantry group,propaganda_poster_print,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""portrait_poster"", ""prompt_directive"": ""Use a portrait poster canvas; keep the full printed poster front-facing and avoid left/right overflow."", ""reason"": """", ""source"": ""rule"", ""width"": 768}]",aas_safe | reference_style | fid_diverse,"A Socialist Realism Soviet naval poster with bold Cyrillic lettering, soldiers crowded on boats crossing rough blue water toward a rocky coast, rendered in broad painterly strokes and a solemn heroic mood."
track1_0728,battle_tank_cavalry,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,battlefield depth | armored vehicle | mounted movement | infantry group,propaganda_poster_print,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""portrait_poster"", ""prompt_directive"": ""Use a portrait poster canvas; keep the full printed poster front-facing and avoid left/right overflow."", ""reason"": """", ""source"": ""rule"", ""width"": 768}]",aas_safe | reference_style | fid_diverse,"A Socialist Realism propaganda poster of a triumphant armored rider on horseback beside Soviet soldiers with rifles, fallen enemies in the foreground, and a fortified city rising in the background under bold Cyrillic lettering."
track1_0865,battle_tank_cavalry,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,battlefield depth | armored vehicle | mounted movement | infantry group,propaganda_poster_print,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""portrait_poster"", ""prompt_directive"": ""Use a portrait poster canvas; keep the full printed poster front-facing and avoid left/right overflow."", ""reason"": """", ""source"": ""rule"", ""width"": 768}]",aas_safe | reference_style | fid_diverse,"A Socialist Realism propaganda poster with Cyrillic text combines a snowy battlefield of tanks, soldiers, and aircraft above with steelworkers handling molten metal in a smoky foundry below, using bold colors and dramatic industrial lighting."
track1_0423,generic_artwork,caption_content | requested_text_policy | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of two elegantly dressed women in a traditional interior, one holding a red parasol, with delicate linework, muted colors, and vertical calligraphy above."
track1_0063,scroll_album_paper_support,caption_content | support_surface_required | requested_text_policy,preserve_support_aspect | medium_texture_variation_allowed | viewpoint_variation_allowed,visible paper support | folds or ruled grid | album or scroll framing,scroll_or_album_paper_support | painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""vertical_scroll"", ""prompt_directive"": ""Use a tall vertical scroll canvas with visible mounting/support; avoid cropping to only the inner painting."", ""reason"": """", ""source"": ""rule"", ""width"": 682}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene mountainous landscape with layered peaks, trees, a winding stream, calligraphy, seals, and delicate monochrome brushwork on a hanging scroll."
track1_0117,scroll_album_paper_support,caption_content | support_surface_required | requested_text_policy,preserve_support_aspect | medium_texture_variation_allowed | viewpoint_variation_allowed,visible paper support | folds or ruled grid | album or scroll framing,scroll_or_album_paper_support | painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""vertical_scroll"", ""prompt_directive"": ""Use a tall vertical scroll canvas with visible mounting/support; avoid cropping to only the inner painting."", ""reason"": """", ""source"": ""rule"", ""width"": 682}]",aas_safe | reference_style | fid_diverse,"A Gongbi-style vertical Chinese scroll with delicate ink linework, muted earthy tones, calligraphy and red seals above a tranquil pavilion scene with trees, rocks, fences, and small figures."
